timestamp,time_sec,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,roll,pitch,yaw
2025-06-18T15:37:00.035974,1750232220.0359733,-0.49957591446773036,0.057233562636506724,0.7125546336523616,0.03588426714433492,0.010125868402480025,0.08388630539438675,0.9957775223050023,0.07323711043032421,0.014146298929222215,0.1686054155333264
2025-06-18T15:37:00.135883,1750232220.1358829,-0.4995854294874867,0.057234819670096096,0.7125473614838189,0.03588222714051873,0.0101179779596708,0.08386922083258774,0.9957791151125728,0.07323146212947992,0.014132183820135643,0.16857051862668035
2025-06-18T15:37:00.235921,1750232220.2359207,-0.4995808564488376,0.057234249304113805,0.7125472015278553,0.03588584754654542,0.01013502606606955,0.0838697688210287,0.9957787651232645,0.0732415805995751,0.014165485744412034,0.16857296202969205
2025-06-18T15:37:00.335914,1750232220.3359137,-0.4995700267052503,0.05723278480152634,0.7125687392142366,0.035887992117312244,0.010142893962088891,0.08388570806573917,0.9957772651081019,0.07324741796466698,0.014179622318422748,0.16860556151364928
2025-06-18T15:37:00.435915,1750232220.4359148,-0.4995779114700919,0.05721612866593501,0.7125546336523614,0.03588391367102503,0.010127120965050284,0.0838862971087128,0.9957775230030042,0.07323661777148298,0.014148853644113897,0.16860548899817726
2025-06-18T15:37:00.535940,1750232220.5359392,-0.4995703427124707,0.05724170915024575,0.7125544736159881,0.03588779927601288,0.010143229839376702,0.08386078247211451,0.9957793680904997,0.0732467362847455,0.014182155555793783,0.1685555863677649
2025-06-18T15:37:00.635887,1750232220.6358867,-0.499583141738655,0.057214545620151484,0.7125470503093895,0.03589415696252387,0.010133817914463645,0.08388792404606307,0.9957769486334116,0.07325820510010056,0.014160345158878623,0.16860940420213413
2025-06-18T15:37:00.735908,1750232220.735907,-0.4995674506302251,0.05721478083112557,0.7125685790171205,0.03589125817128169,0.010161194813277591,0.08388624772690367,0.9957769153526053,0.07325704274519582,0.014215479278703968,0.1686080789081097
2025-06-18T15:37:00.835854,1750232220.8358538,-0.4995773348569663,0.05722066831242706,0.7125549360074702,0.03586711591575125,0.01013016389679571,0.08390212038445978,0.9957767641245209,0.07320385773706857,0.014156582341521798,0.1686372242242018
2025-06-18T15:37:00.935923,1750232220.9359224,-0.49957696593507867,0.05721603756452523,0.7125613070326119,0.035889395090515516,0.010152677911036974,0.08388654654874479,0.995777044201862,0.07325188705514894,0.01419880946807628,0.16860800566294093
2025-06-18T15:37:01.035926,1750232221.035926,-0.4995631671613164,0.0572319292584071,0.7125684988584134,0.03589342318819219,0.010168466009278829,0.08388652997642143,0.9957767393142735,0.07326259763551843,0.014229574610361756,0.16860922750595067
2025-06-18T15:37:01.135968,1750232221.1359677,-0.49957333841430906,0.057215558459906043,0.7125544736159882,0.03588753378392291,0.010144169130964097,0.08388684507921049,0.9957771728525447,0.07324673628474551,0.014182155555793786,0.16860793257347625
2025-06-18T15:37:01.235951,1750232221.235951,-0.49957890974312197,0.057207411654517926,0.7125546336523614,0.03588382531693317,0.010127434029119328,0.08389498463469718,0.9957767911102134,0.07323661777148298,0.014148853644113895,0.16862293773341433
2025-06-18T15:37:01.335921,1750232221.3359206,-0.49957333841430906,0.057215558459906043,0.7125544736159882,0.03588771086578354,0.010143542638729951,0.08390422840434272,0.9957757082834578,0.07324723010303642,0.014179600488550423,0.16864275656967126
2025-06-18T15:37:01.435946,1750232221.4359465,-0.49957696593507867,0.05721603756452523,0.7125613070326119,0.03588957232091425,0.01015205138630855,0.08390392987163113,0.9957755796379865,0.07325238145326435,0.014196254221470367,0.1686428296542023
2025-06-18T15:37:01.535902,1750232221.535902,-0.4995743921613466,0.05723801111028186,0.7125616093869528,0.035872597713815665,0.010155721057370228,0.08386761125480939,0.9957792134029911,0.0732186339612809,0.01420909181963599,0.16857001826794865
2025-06-18T15:37:01.635903,1750232221.6359031,-0.4995808564488376,0.057234249304113805,0.7125472015278553,0.03588602446879531,0.010134399603273529,0.08388715217395981,0.9957773008522784,0.07324207383748804,0.014162930856702305,0.1686077860308338
2025-06-18T15:37:01.736001,1750232221.7360005,-0.49958285347515924,0.05721681516107903,0.7125472015278553,0.03588584763087696,0.010135025767470416,0.08390452721566656,0.9957758369759842,0.07324207383748807,0.014162930856702307,0.168642683501308
