timestamp,time_sec,joint1_pos,joint2_pos,joint3_pos,joint4_pos,joint5_pos,joint6_pos,joint1_vel,joint2_vel,joint3_vel,joint4_vel,joint5_vel,joint6_vel,joint1_eff,joint2_eff,joint3_eff,joint4_eff,joint5_eff,joint6_eff
2025-06-18T15:20:03.892239,1750231203.892238,-0.1047698032617569,0.03641814813613892,-1.560291765975952,0.044322999334335325,1.3906428638458253,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.892608,1750231203.8926077,-0.1047698032617569,0.03640069940090179,-1.560291765975952,0.04430555059909821,1.3906428638458253,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.892822,1750231203.8928225,-0.1047698032617569,0.03640069940090179,-1.560291765975952,0.044322999334335325,1.3906603042602539,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.893035,1750231203.893035,-0.10473489747047425,0.03641814813613892,-1.560291765975952,0.04430555059909821,1.3906428638458253,0.14993040013313294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.893238,1750231203.8932385,-0.10471744873523713,0.03640069940090179,-1.560291765975952,0.04430555059909821,1.3906603042602539,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.893431,1750231203.8934305,-0.1047698032617569,0.03640069940090179,-1.560309206390381,0.044322999334335325,1.3906428638458253,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.893591,1750231203.8935916,-0.10473489747047425,0.03641814813613892,-1.560309206390381,0.04430555059909821,1.3906428638458253,0.14993040013313294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.893724,1750231203.893724,-0.10473489747047425,0.03641814813613892,-1.560309206390381,0.044322999334335325,1.3906603042602539,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.893852,1750231203.8938525,-0.10473489747047425,0.03640069940090179,-1.5603266468048096,0.04430555059909821,1.3906603042602539,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.893995,1750231203.8939955,-0.1047698032617569,0.03641814813613892,-1.560309206390381,0.044322999334335325,1.3906603042602539,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.894231,1750231203.8942316,-0.10473489747047425,0.03641814813613892,-1.560291765975952,0.044322999334335325,1.3906603042602539,0.14993040013313294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.899239,1750231203.899239,-0.10473489747047425,0.03640069940090179,-1.560309206390381,0.04430555059909821,1.3906603042602539,0.14993040013313294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.904295,1750231203.9042947,-0.10473489747047425,0.03640069940090179,-1.560309206390381,0.04430555059909821,1.3906603042602539,0.14993040013313294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.909229,1750231203.909229,-0.1047698032617569,0.03641814813613892,-1.560291765975952,0.044322999334335325,1.3906428638458253,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.914230,1750231203.9142306,-0.10473489747047425,0.03636580193042755,-1.560309206390381,0.04430555059909821,1.3906603042602539,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.919302,1750231203.919302,-0.10471744873523713,0.03640069940090179,-1.560309206390381,0.044322999334335325,1.3906603042602539,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.924245,1750231203.9242442,-0.10473489747047425,0.03640069940090179,-1.560309206390381,0.04430555059909821,1.3906428638458253,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T15:20:03.929227,1750231203.9292274,-0.10471744873523713,0.03640069940090179,-1.560309206390381,0.044322999334335325,1.3906428638458253,0.1499129430770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
